,Country,EntryID,Document,Element,ElementLabel,ElementText,HazardType,SystemType,Sector,SectorType,ResultType,IndicatorType_theme,IndicatorType_information,IndicatorType_function,SectorType_GGA,Who,Region,UNFCCC Classification,Year of Submission,Document Language,"Support  
received","If yes, from which organization?",Gender and Social Inclusion,"If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)",Coded by:,General notes
2923,Ghana,1173,BTR,Hazard,Vulnerability,"Ghana's coastal areas face increased risks of erosion, saltwater intrusion, and habitat loss due to rising sea levels.",Salinization;Land degradation;Sea level rise,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2924,Ghana,1174,BTR,System at risk,Vulnerability,"Ghana's coastal areas face increased risks of erosion, saltwater intrusion, and habitat loss due to rising sea levels.",,Coastal,NA,"Ocean, coastal ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2925,Ghana,1175,BTR,Climate impact,Impact,"Ghana's coastal areas face increased risks of erosion, saltwater intrusion, and habitat loss due to rising sea levels.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2926,Ghana,1176,BTR,Hazard,Temperature trends,Ghana has experienced a noticeable increase in temperatures over the past few decades. The mean annual temperature has risen by approximately 1.0°C since 1960,Extreme temperature;Change in temperature,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2927,Ghana,1298,BTR,Result,Implementation progress,"Poverty Alleviation: Addressing poverty in vulnerable communities, particularly in the Northern Savannah Zone (NSZ).",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2928,Ghana,1299,BTR,Result,Implementation progress,Women Empowerment: Promoting women’s participation in forest management and decision-making through cooperatives.,,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2929,Ghana,1300,BTR,Result,Implementation progress,"Construction of 22 irrigation projects by GIDA, covering 6,505 hectares nationwide.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2930,Ghana,1301,BTR,Result,Implementation progress,Implementation of 22 schemes under the Small-scale Irrigation Development Project (SSIDP) and six under the Small Farms Irrigation Project (SFIP).,,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2931,Ghana,1264,BTR,Barriers,Gaps,"Weak Urban Resilience: Many cities and towns lack climate-resilient infrastructure, and urbanisation has outpaced the development of climateadaptive systems. Investment in climate-resilient infrastructure and disaster risk management is urgently needed.",,,Urbanisation and Infrastructure Resilience,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2932,Ghana,1265,BTR,Barriers,Gaps,"Poor Land-Use Planning: Urbanization in vulnerable areas, particularly along the coast and floodplains, has increased exposure to climate risks. Better land-use planning and zoning regulations are necessary to avoid risky developments.",,,Urbanisation and Infrastructure Resilience,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2933,Ghana,1266,BTR,Action,NA,"With support from the government of the Netherlands, Ghana conducted its inaugural vulnerability assessment (VA) study in 2008 and has since been supported by other development partners such as IISD, UNEP and SIGRA Co-Water in additional local level climate risk and vulnerability assessments to inform the country’s National Adaptation Planning Process.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2934,Ghana,1225,BTR,Climate impact,Impact,"Ghana is projected to experience more severe droughts and heightened water scarcity by the end of the century, which will have significant implications for water availability across sectors",,,Water Resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2935,Ghana,1226,BTR,Climate impact,Impact,"Ghana is highly vulnerable to the adverse health impacts of climate change, including the rising incidence of diseases and impacts on food and water security, infrastructure, human settlements, and ecosystems. The increasing frequency and intensity of extreme weather
events, such as heatwaves and floods, can cause direct health impacts, including injuries and
fatalities. These events disrupt healthcare services, complicate disease prevention efforts, and limit
access to medical care.",,,Human health,"Health, wellbeing, communities",NA,NA,NA,NA,Health,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2936,Ghana,1227,BTR,System at risk,NA,"Ghana is highly vulnerable to the adverse health impacts of climate change, including the rising incidence of diseases and impacts on food and water security, infrastructure, human settlements, and ecosystems. The increasing frequency and intensity of extreme weather
events, such as heatwaves and floods, can cause direct health impacts, including injuries and
fatalities. These events disrupt healthcare services, complicate disease prevention efforts, and limit
access to medical care.",,Health;Infrastructure and services,Human health,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2937,Ghana,1308,BTR,Action,Implementation progress,"Under the Ministry of Works and Housing (MWH), HSD has operated and manages primary storm drains, coordinates coastal protection works, and monitors surface water bodies concerning floods.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2938,Ghana,1309,BTR,Action,Implementation progress,"GMet issues daily weather bulletins with information on precipitation, wind, lightning, rain, floods, and other severe weather conditions. These bulletins are disseminated via email, radio, Facebook, and other social media platforms. Additionally, GMet provides a weekly agro-meteorological bulletin and seasonal weather forecasts, actively used in the northern regions and based on the global NOAA CFS model.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2939,Ghana,1310,BTR,Action,Implementation progress,"GMet has procured ten automatic weather stations to improve data collection, enhancing real-time climate data for risk management. Through the Enhancing National Climate Services (ENACTS) initiative, GMet provides location-specific climate data within every 4km radius in Ghana by merging satellite and gauge data",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2940,Ghana,1311,BTR,Action,Implementation progress,"The Ministry of Finance has created a contingency fund for disaster response, incorporated into relevant government ministries' budgets since 2018, such as the Ministry of Interior under which NADMO operates. This fund ensures that resources are readily available for immediate response to disasters",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2941,Ghana,1312,BTR,Action,Implementation progress,"Local Disaster Risk Reduction Committees: Established in communities to enhance local capacity for disaster management. These committees are trained to conduct risk assessments, develop local disaster response plans, and engage community members in preparedness activities.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2942,Ghana,1313,BTR,Action,Implementation progress,"Public Awareness Campaigns: NADMO and other agencies conduct regular public awareness campaigns to educate communities about disaster risks and promote preparedness measures. To reach a wide audience, these campaigns utilise various media, including radio, television, and community meetings.",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2943,Ghana,1273,BTR,Adaptation priorities,Priorities,Promoting water security and resilience to climate change through the Water Sector Strategic Development Plan.,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2944,Ghana,1274,BTR,Adaptation priorities,Priorities,"Increasing irrigated areas, improving irrigation management, and enhancing resilience under the National Irrigation Policy to guide efficient, equitable, and optimal water utilisation.",,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2945,Ghana,1275,BTR,Adaptation priorities,Priorities,Encouraging water harvesting and rainwater collection and storage at household and community levels.,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2946,Ghana,1276,BTR,Adaptation priorities,Priorities,Developing flood retention infrastructure in the Upper East and Central regions. Constructing and rehabilitating dams and de-silting existing ones to improve water access.,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2947,Ghana,1277,BTR,Adaptation priorities,Priorities,"Integrating water resource planning into agriculture, infrastructure, and energy development strategies to enhance climate resilience.",,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2948,Ghana,1278,BTR,Adaptation priorities,Priorities,Strengthening healthcare infrastructure to withstand climate shocks.,,,Health,"Health, wellbeing, communities",NA,NA,NA,NA,Health,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2949,Ghana,1279,BTR,Adaptation priorities,Priorities,"Building capacity to adapt to extreme weather events, improving response mechanisms, and enhancing knowledge and skills to prevent climate-related diseases through building institutional and technical capacities to tackle climate-health challenges.",,,Health,"Health, wellbeing, communities",NA,NA,NA,NA,Health,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2950,Ghana,1280,BTR,Adaptation priorities,Priorities,Training healthcare personnel on the link between climate variability and health impacts.,,,Health,"Health, wellbeing, communities",NA,NA,NA,NA,Health,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2951,Ghana,1200,BTR,Hazard,Vulnerability,"Direct effects on livestock include increased temperatures, more frequent and intense heat waves, and changing rainfall patterns, which could lead to the spread of vector-borne diseases and microparasites alongside the emergence of new diseases.",Extreme temperature;Change in temperature;Change in precipitation;Pest and disease,,Livestock,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2952,Ghana,1201,BTR,System at risk,Vulnerability,"Direct effects on livestock include increased temperatures, more frequent and intense heat waves, and changing rainfall patterns, which could lead to the spread of vector-borne diseases and microparasites alongside the emergence of new diseases.",,Crop;Livestock;Health,Livestock,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2953,Ghana,1284,BTR,Adaptation priorities,Priorities,"Conducting a comprehensive national assessment of the health sector's climate impacts, vulnerabilities, and adaptation needs, including cost estimates for resilience measures",,,Health,"Health, wellbeing, communities",NA,NA,NA,NA,Health,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2954,Ghana,1203,BTR,Hazard,Vulnerability,"Rising sea surface temperatures are expected to alter key species' migratory patterns and reproductive cycles, such as anchovies, sardines, tilapia, and catfish. The decline in fisheries sector productivity due to climate variability and overfishing forces Ghana to spend over $200 million annually on seafood imports to meet domestic demand",Sea temperature,,Fisheries,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2955,Ghana,1204,BTR,System at risk,Vulnerability,"Rising sea surface temperatures are expected to alter key species' migratory patterns and reproductive cycles, such as anchovies, sardines, tilapia, and catfish. The decline in fisheries sector productivity due to climate variability and overfishing forces Ghana to spend over $200 million annually on seafood imports to meet domestic demand",,Fisheries and aquaculture;Biodiversity;Infrastructure and services,Fisheries,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2956,Ghana,1205,BTR,Climate impact,Impact,"Rising sea surface temperatures are expected to alter key species' migratory patterns and reproductive cycles, such as anchovies, sardines, tilapia, and catfish. The decline in fisheries sector productivity due to climate variability and overfishing forces Ghana to spend over $200 million annually on seafood imports to meet domestic demand",,,Fisheries,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2957,Ghana,1206,BTR,System at risk,Vulnerability,"Climate change, high temperatures, prolonged droughts, bushfires, illegal logging, and unsustainable hunting practices are major drivers of habitat destruction and biodiversity loss in Ghana. Continued forest degradation is expected to result in the extinction of species and the loss of vital ecosystem services",,Forest;Terrestrial;Freshwater;Biodiversity;Infrastructure and services,Forestry and logging,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2958,Ghana,1207,BTR,Climate impact,Impact,"Climate change, high temperatures, prolonged droughts, bushfires, illegal logging, and unsustainable hunting practices are major drivers of habitat destruction and biodiversity loss in Ghana. Continued forest degradation is expected to result in the extinction of species and the loss of vital ecosystem services",,,Forestry and logging,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2959,Ghana,1208,BTR,Climate impact,Impact,"Rising temperatures are likely to increase the prevalence of pests and diseases, potentially leading to crop failure and reduced agricultural productivity",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2960,Ghana,1209,BTR,Climate impact,Impact,Decreased rainfall will shorten growing seasons and contribute to desertification of agricultural land due to unsustainable farming practices like limited crop rotation and poor soil management.,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2961,Ghana,1210,BTR,Climate impact,Impact,"Projected increases in dry days and the frequency of days with heat indices above 35°C are expected to exacerbate soil moisture loss, impacting crop growth and agriculture, which relies heavily on rainfall.",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2962,Ghana,1211,BTR,Climate impact,Impact,"Prolonged droughts, increased dry periods, and higher temperatures will likely worsen soil erosion and land degradation, further limiting agricultural productivity",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2963,Ghana,1212,BTR,Climate impact,Impact,"As extreme rainfall events become more frequent and intense, critical services like soil water retention and water filtration are expected to suffer, negatively affecting agriculture and overall ecosystem health.",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2964,Ghana,1213,BTR,Climate impact,Impact,A recent study projected that flows in the Volta Basin could fall by 24% by 2050 and 45% by 2100 due to reduced rainfall and increased evaporation,,,Water Resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2965,Ghana,1214,BTR,System at risk,Vulnerability,A recent study projected that flows in the Volta Basin could fall by 24% by 2050 and 45% by 2100 due to reduced rainfall and increased evaporation,,,Water Resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2966,Ghana,1215,BTR,System at risk,Vulnerability,"Changes in rainfall and evaporation affect groundwater recharge rates and surface water infiltration, with limited water storage capacity making the country more vulnerable to unreliable rainfall patterns. Rising temperatures could exacerbate soil moisture deficits, even in areas with increasing rainfall",,Freshwater,Water Resources,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2967,Ghana,1216,BTR,Hazard,Vulnerability,"Changes in rainfall and evaporation affect groundwater recharge rates and surface water infiltration, with limited water storage capacity making the country more vulnerable to unreliable rainfall patterns. Rising temperatures could exacerbate soil moisture deficits, even in areas with increasing rainfall",Extreme temperature;Change in temperature;Change in precipitation,,Water Resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
2968,Ghana,1217,BTR,Climate impact,Impact,"Due to reduced rainfall and increased evaporation, the Volta Basin's water flow could decrease by up to 24% by mid-century and by as much as 45% by the end of the century",,,Water Resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,English,Yes,Funding by GEF through UNEP,Passively mentioned on being included in the NAP,"Ghana’s NAP process emphasises gender participation to fulfil international and national policy
calls for equity in adaptation planning, decision-making, and implementation. The NAP has gone further by establishing a Gender office at the secretariat staffed by a gender specialist to ensure gender-responsive planning.",Winfred,NA
