"","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","SectorType_GGA","RowID","ActionLevel_GPT","ActionType_GPT","ImpactCategories","ClimateImpact_Keywords","ResultType_GPT","Who","Region","UNFCCC Classification","Year of Submission","Document Language","Support  
received","If yes, from which organization?","Gender and Social Inclusion","If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)","Coded by:","General notes"
"2002","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Loss of yield and crops.",NA,NA,"Agriculture/horticulture","Health, wellbeing and communities",NA,NA,NA,"Food and agriculture",5833,NA,NA,"Crop production loss","Loss of yield and crops.",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2003","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Stress on coffee plants that resent climate changes in their photosynthesis, growth, productivity, and exposure to diseases and pests.",NA,"Crop;Health","Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5834,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2004","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Negative impact of rain on flowering, which
which can cause significant loss of
harvest .",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5835,NA,NA,"Crop production loss","significant loss of harvest",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2005","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Fruit drop caused by excessive rain.",NA,NA,"Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5836,NA,NA,"Crop production loss","Fruit drop",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2006","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","In the medium term, changes in seawater acidity (pH) are expected, which could increase the capacity to dissolve carbonates essential for proper shell development.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5797,NA,NA,NA,"seawater acidity (pH); capacity to dissolve carbonates; shell development",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2007","Costa Rica","BTR","Hazard","Vulnerability and Impacts","In the medium term, changes in seawater acidity (pH) are expected, which could increase the capacity to dissolve carbonates essential for proper shell development.","Ocean acidification",NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5798,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2008","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Coral reefs are at risk of species loss and coral bleaching due to their low tolerance to rising water temperatures. These expected impacts of climate change on biodiversity will be exacerbated by its interaction with other human-caused threats, such as deforestation,
urban development and pollution, among others.",NA,"Forest;Biodiversity;Coastal;Health","Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5799,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2009","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Coral reefs are at risk of species loss and coral bleaching due to their low tolerance to rising water temperatures. These expected impacts of climate change on biodiversity will be exacerbated by its interaction with other human-caused threats, such as deforestation,
urban development and pollution, among others.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5800,NA,NA,"Ecosystem degradation & biodiversity loss","coral bleaching; species loss",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2010","Costa Rica","BTR","System at risk","Vulnerability and Impacts","High dependence on tourism activity and attractions on
vulnerable natural and cultural resources.",NA,"Livelihoods and poverty","Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",5814,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2011","Costa Rica","BTR","System at risk","Vulnerability and Impacts","High exposure of the tourism sector to change and
climate variability, especially in the modalities of
sun, sea and beach, followed by nature tourism, rural tourism,
adventure and well-being",NA,"Coastal;Livelihoods and poverty","Tourism","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",5815,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2012","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Infrastructure and tourist services not adapted to local climate conditions.",NA,"Infrastructure and services","Tourism","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5816,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2013","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Reduction in the health of forests, wetlands, mangroves and coral reefs.",NA,"Forest;Freshwater;Coastal;Health","Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5808,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2014","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Local loss of species or extinctions in places where it is no longer possible to have land at higher elevations, or where changes occur too quickly for species to adapt.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5809,NA,NA,"Ecosystem degradation & biodiversity loss","Local loss of species; extinctions",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2015","Costa Rica","BTR","Hazard","Vulnerability and Impacts","Environmental conditions such as drought and increased trade winds during El Niño, favor the spread of fire during forest fires.","Drought;Wildfire",NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5806,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2016","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Displacement of some species to higher altitudes in search of optimal habitats.",NA,"Biodiversity;Human security and Peace","Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5807,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2017","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Sex disproportion in reptiles such as crocodiles and alligators,more males are born due to increased temperature in the nest.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5812,NA,NA,NA,"Sex disproportion in reptiles such as crocodiles and alligators; more males are born due to increased temperature in the nest",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2018","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Increase in the range of expansion of invasive species, affecting native species that are under stress due to change
climatic .",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5813,NA,NA,"Ecosystem degradation & biodiversity loss","Increase in the range of expansion of invasive species; affecting native species that are under stress due to change",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2019","Costa Rica","BTR","Climate impact","Vulnerability and Impacts","Changes in the life cycle of species and in the calendar of
seasonal events, which will influence the synchrony between species, availability of food and other resources that they
depend .",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5810,NA,NA,"Food security & nutrition decline","Changes in the life cycle of species; calendar of seasonal events; synchrony between species; availability of food",NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2020","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Increased risk of extinction for vulnerable species, with
specific habitat requirements, with small or
with low genetic diversity.",NA,"Biodiversity","Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5811,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2021","Costa Rica","BTR","System at risk","Vulnerability and Impacts","Altitudinal variation in areas suitable for coffee production due to rising temperatures.",NA,"Crop","Agriculture/coffee","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5837,NA,NA,NA,NA,NA,NA,"Latin America and the Carribean","Non-Annex I",2024,"Spanish","No","NA",NA,NA,"Winfred",NA
"2022","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Extreme weather events will also have devastating effects on human settlements and on  economic production sites, particularly in densely populated urban areas such as Abidjan or Bouaké. The houses makeshift shelters are often built in unstable geographical locations, such as riverbanks rivers and coastal areas, where flooding can cause destruction of homes, water contamination, injuries or deaths.",NA,"Crop;Freshwater;Coastal;Livelihoods and poverty;Health;Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Poverty eradication and livelihoods",5967,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2023","Côte d'Ivoire","BTR","Hazard","Vulnerabilities and impacts","Increased salinity","Salinization",NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5993,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2024","Côte d'Ivoire","BTR","Hazard","Vulnerabilities and impacts","Water acidification","Ocean acidification",NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5994,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2025","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Rising temperatures cause cracks and further degradation rapid construction of roads, bridges and protective structures",NA,"Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5966,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2026","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Relative humidity drop leads to drying and hardening of soils, leading to use of rudimentary tools (hoe, daba) becomes painful.becoming",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5982,NA,NA,NA,"Relative humidity drop; drying and hardening of soils",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2027","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Increased risk of invasive species implantation",NA,"Biodiversity","Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5983,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2028","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Coastal erosion is a significant problem. The current increase in temperatures and those predicted by climate scenarios should accentuate it because of rising ocean water levels.",NA,"Coastal","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5984,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2029","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Increased rainfall can lead to flooding of roads and railways, particularly in low-lying coastal areas",NA,"Coastal;Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5965,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2030","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Coastal erosion and flooding are dangers to the survival of the populations of the Ivorian coast. This area experiences natural hazards such as floods, storms, landslides, reduced river flow and coastal erosion. These hazards induce socio-economic impacts, in particular material damage and loss of human life",NA,"Freshwater;Coastal;Livelihoods and poverty;Infrastructure and services","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5986,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2031","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Coastal erosion and flooding are dangers to the survival of the populations of the Ivorian coast. This area experiences natural hazards such as floods, storms, landslides, reduced river flow and coastal erosion. These hazards induce socio-economic impacts, in particular material damage and loss of human life",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5987,NA,NA,"Mortality & injury","material damage; loss of human life",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2032","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Destruction of ecosystems mangroves",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5988,NA,NA,"Ecosystem degradation & biodiversity loss","Destruction of ecosystems mangroves",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2033","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Coastal retreat and the accompanying submersions constitute a risk factor",NA,"Coastal","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5985,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2034","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Narrow width of the beaches",NA,"Coastal","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5990,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2035","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","High population density within 100 m of the shore",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5991,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2036","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Strong socio-economic activity (port activity, airport, tourism,,,) less than 100 meters from the shore;",NA,"Livelihoods and poverty;Infrastructure and services","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Poverty eradication and livelihoods",5992,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2037","Côte d'Ivoire","BTR","Hazard","Flooding and landslides","IPCC reports (2007; 2014; 2021) indicate an increase and intensification of extreme climatic events (flooding, drought) in the coming years. Thus, floods are likely to cause damage and threaten lives at least once in the ten coming years.","Drought;Flood",NA,NA,NA,NA,NA,NA,NA,5909,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2038","Côte d'Ivoire","BTR","Climate impact","Flooding and landslides","IPCC reports (2007; 2014; 2021) indicate an increase and intensification of extreme climatic events (flooding, drought) in the coming years. Thus, floods are likely to cause damage and threaten lives at least once in the ten coming years.",NA,NA,NA,NA,NA,NA,NA,NA,5910,NA,NA,"Mortality & injury","floods are likely to cause damage; threaten lives",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2039","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","The introduction of more drought-resistant crops and crop diversification to reduce the risks associated with climate variations",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5995,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2040","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","To promote sustainable and soil-friendly agricultural practices",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5996,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2041","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Improving water resource management",NA,NA,"Water resources",NA,NA,NA,NA,NA,5997,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2042","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","strengthening irrigation systeSs",NA,NA,"Water resources",NA,NA,NA,NA,NA,5998,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2043","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Promoting the conservation of water to ensure adequate supply for agriculture, industry and households.",NA,NA,"Water resources",NA,NA,NA,NA,NA,5999,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2044","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","The establishment of dikes",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6000,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2045","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","The restoration of mangroves",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6001,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2046","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Low-lying coastal plains",NA,"Coastal","Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5989,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2047","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Raising awareness among populations to reduce the risks of flooding and coastal erosion",NA,NA,"Coastal zones","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6002,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2048","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","To strengthen conservation efforts",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6003,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2049","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Restore the degraded ecosystems",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6004,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2050","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Promote sustainable management of natural resources to protect endangered species.",NA,NA,"Biodiversity","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6005,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2051","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","Improvement and modernization of infrastructure, such as roads, buildings, and drainage systems,",NA,NA,"Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",6006,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2052","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","It is fundamental to raise awareness among the population about the challenges of climate change and train them communities to adaptation practices",NA,NA,"Education and awareness","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",6007,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2053","Côte d'Ivoire","BTR","Adaptation priorities","Priorities","The strengthening of warning systems for natural disasters (floods, storms, droughts) is essential to protect lives and property. This includes the climate data collection, risk forecasting and planning disaster responses.",NA,NA,"Early warning system","Crosscutting",NA,NA,NA,NA,6008,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2054","Côte d'Ivoire","BTR","Barriers","Obstacles","Operationalizing adaptation options will require the participation and the commitment of institutions, and technical and financial partners.",NA,NA,NA,NA,NA,NA,NA,NA,6009,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2055","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Extreme weather events will also have devastating effects on human settlements and on  economic production sites, particularly in densely populated urban areas such as Abidjan or Bouaké. The houses makeshift shelters are often built in unstable geographical locations, such as riverbanks rivers and coastal areas, where flooding can cause destruction of homes, water contamination, injuries or deaths.",NA,NA,"Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5968,NA,NA,"Water quality deterioration; Mortality & injury; Economic & livelihood losses","destruction of homes; water contamination; injuries or deaths",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2056","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","heavy rains recorded in October 2019 caused floods in Abidjan, Aboisso, Grand Bassam, Ayamé and Man. Around 12,900 Heavypeople were affected by these floods with 12 deaths recorded",NA,NA,"Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5969,NA,NA,"Mortality & injury","heavy rains; floods; 12 deaths recorded",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2057","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Variability in precipitation and climate conditions could also seriously disrupt hydroelectricity production.",NA,"Crop;Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5970,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2058","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","In Ivory Coast, projections show a slight increase of the exposure of main roads to flooding according to two RCPs 2.6 and 6.0. In 2000, 0.5% of major roads were exposed to flooding. By 2080, this value should increase to 0.6% at least once a year according to RCP 2.6 and to 1.3% according to RCP 6.0",NA,"Coastal;Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5971,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2059","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Destruction of hydraulic infrastructure.",NA,"Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5972,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2060","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Collapse of buildings due to increased rainfall",NA,"Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5973,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2061","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Rising temperatures leading to cracks in roads, bridges and protective structures",NA,"Infrastructure and services","Economic Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5974,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2062","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Climate change could seriously disrupt the biological diversity in the soils. In doing so, it will contribute to reducing their fertility which will negatively impact agricultural yields.",NA,"Crop","Soils and Ecosystems","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5975,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2063","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Climate change could seriously disrupt the biological diversity in the soils. In doing so, it will contribute to reducing their fertility which will negatively impact agricultural yields.",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5976,NA,NA,"Ecosystem degradation & biodiversity loss;Crop production loss","biological diversity in the soils; reducing their fertility; agricultural yields",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2064","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","With the drop in atmospheric humidity, the archaic work of the soil (with tools rudimentary tools such as the hoe, the daba and the machete) will become increasingly difficult.",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5977,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2065","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","With rising temperatures and the increase in the frequency and intensity of droughts, the likelihood that wetlands and river systems are transformed into other ecosystems increases, as plant populations are replaced by others and animals losing their habitats",NA,"Freshwater","Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5978,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2066","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","With rising temperatures and the increase in the frequency and intensity of droughts, the likelihood that wetlands and river systems are transformed into other ecosystems increases, as plant populations are replaced by others and animals losing their habitats",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5979,NA,NA,"Ecosystem degradation & biodiversity loss","wetlands and river systems are transformed into other ecosystems; plant populations are replaced by others; animals losing their habitats",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2067","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Rising temperatures and the increase in episodes of drought could also have an impact on the renewal of systems forests while increasing the risk of invasive species establishing themselves",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5980,NA,NA,"Ecosystem degradation & biodiversity loss","renewal of systems forests; the risk of invasive species establishing themselves",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
